SECTION,SCHOOL,COURSE_CODE,SESSION,MIN_UNITS,MAX_UNITS,COURSE_TITLE,MODE,Link,PUBLISH?,START_TIME,END_TIME,DAYS,TOTAL_ENR,MODALITY,INSTRUCTOR_NAME,ASSIGNED_ROOM,TOTAL_ENR_1,COURSE_DESCRIPTION
24033,DENT,OFPM-732,398,1,1,Capstone Presentation,C,,Y,TBA,TBA,,14,A,"Vistoso Monreal, Anette, Paulina | Clark, Glenn, Thomas",ONLINE,14,Capstone research project for residents on a topic in the area of their chosen focus/specialization.
24034,DENT,OFPM-732,341,1,1,Capstone Presentation,C,,Y,TBA,TBA,,1,,"Vistoso Monreal, Anette, Paulina | Clark, Glenn, Thomas",OFFICE,1,Capstone research project for residents on a topic in the area of their chosen focus/specialization.
24036,DENT,OFPM-732,800,1,1,Capstone Presentation,C,,Y,TBA,TBA,,1,A,"Vistoso Monreal, Anette, Paulina | Richeimer, Steven, H. | Clark, Glenn, Thomas",ONLINE,1,Capstone research project for residents on a topic in the area of their chosen focus/specialization.
24100,DENT,OPER-704B,715,1,1,Operative Dentistry and Biomaterials Literature Review,C,,Y,TBA,TBA,,3,,"Phark, Jin-Ho",OFFICE,3,"Weekly seminar devoted to review of the historic, classic, and current literature in advanced operative dentistry and dental biomaterials."
24106,DENT,OPER-704E,318,1,1,Operative Dentistry and Biomaterials Literature Review,C,,Y,TBA,TBA,,2,,"Phark, Jin-Ho",OFFICE,2,"Weekly seminar devoted to review of the historic, classic, and current literature in advanced operative dentistry and dental biomaterials."
24101,DENT,OPER-706,715,1,1,Operative Implant Dentistry,CL,,Y,TBA,TBA,,2,,"Son, Jenny",OFFICE,2,Basic principles of implants applied to operative and adhesive dentistry. Open only to Advanced Operative and Adhesive Dentistry majors. Graded CR/NC.
24102,DENT,OPER-715C,715,2,2,Applied Adhesion Sciences,CL,,Y,TBA,TBA,,2,,"Duarte, Sillas",OFFICE,2,Advanced adhesive procedures for aesthetic dental rehabilitation. Open only to Advanced and Adhesive Dentistry majors. Graded CR/NC.
24103,DENT,OPER-735B,715,2,2,Research Methodology,CL,,Y,TBA,TBA,,3,,"Phark, Jin-Ho",OFFICE,3,Study of research methodologies for scientific investigation on dental biomaterials.
24104,DENT,OPER-780C,715,2,2,Treatment Planning in Operative Dentistry,C,,Y,TBA,TBA,,2,,"Duarte, Sillas",OFFICE,2,"Seminars led by students and invited guests to discuss, analyse | and propose a treatment sequence for esthetic challengeclinical | cases involving complex multidisciplinary treatment."
24107,DENT,OPER-780F,318,2,2,Treatment Planning in Operative Dentistry,C,,Y,TBA,TBA,,2,,"Duarte, Sillas",OFFICE,2,"Seminars led by students and invited guests to discuss, analyse | and propose a treatment sequence for esthetic challenge clinical | cases involving complex multidisciplinary treatment."
24105,DENT,OPER-795B,715,2,2,Clinic: Advanced Operative Dentistry,C,,Y,TBA,TBA,,2,,"Duarte, Sillas",OFFICE,2,"Advanced clinical and laboratorial treatment of patients in need | of complex multidisciplinary treatment, with specialemphasis on | esthetic and bonded restorations."
24108,DENT,OPER-795E,318,3,3,Clinic: Advanced Operative Dentistry,C,,Y,TBA,TBA,,2,,"Duarte, Sillas",OFFICE,2,"Advanced clinical and laboratorial treatment of patients in need of complex multidisciplinary treatment, with specialemphasis on esthetic and bonded restorations."
24577,DENT,OPR-701,398,1,1,Bone Pathology and Oral and Maxillofacial Radiology,C,,Y,TBA,TBA,,10,A,"Radan, Elham | Duong, Hannah | Sedghizadeh, Parish | Clark, Glenn, Thomas",ONLINE,10,"Focus on the interpretation of hard tissue imaging studies, including conventional dental imaging in the diagnosis along with the basics of medical radiographic modalities."
24582,DENT,OPR-701,315,1,1,Bone Pathology and Oral and Maxillofacial Radiology,C,,Y,TBA,TBA,,1,A,"Radan, Elham | Duong, Hannah | Sedghizadeh, Parish | Clark, Glenn, Thomas",ONLINE,1,"Focus on the interpretation of hard tissue imaging studies, including conventional dental imaging in the diagnosis along with the basics of medical radiographic modalities."
24581,DENT,OPR-701,100,1,1,Bone Pathology and Oral and Maxillofacial Radiology,C,,Y,TBA,TBA,,4,,"Sedghizadeh, Parish | Radan, Elham | Duong, Hannah | Clark, Glenn, Thomas",ONLINE,4,"Focus on the interpretation of hard tissue imaging studies, including conventional dental imaging in the diagnosis along with the basics of medical radiographic modalities."
24583,DENT,OPR-703,100,1,1,General and Systemic Human Pathology,C,,Y,TBA,TBA,,2,,"Sedghizadeh, Parish | Boros, Audrey | Clark, Glenn, Thomas",ONLINE,2,Disease mechanisms and principles of the pathological entities associated with each organ system.
24584,DENT,OPR-730,100,2,2,Clinical Cases in Oral Pathology and Radiology,C,,Y,TBA,TBA,,3,,"Sedghizadeh, Parish | Clark, Glenn, Thomas",ONLINE,3,"E-portfolio of Oral Pathology or Radiology cases, demonstrating the ability to apply the knowledge to different cases and scenarios."
24163,DENT,ORTH-590,32,2,2,Directed Research,C,,Y,TBA,TBA,,18,,"Sameshima, Glenn, T.",OFFICE,18,Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department.
24160,DENT,ORTH-702,324,5,5,Seminar: Review of the Orthodontic Literature,C,,Y,TBA,TBA,,6,,"Sameshima, Glenn, T.",OFFICE,6,2 Trimester Course Review of current orthodontic literature.
24150,DENT,ORTH-703B,32,2,2,Seminar: Advanced Orthodontics,C,,Y,TBA,TBA,,6,,"Sameshima, Glenn, T.",OFFICE,6,Advanced diagnosis and treatment of complex orthodontic cases. | Asymmetrical treatment. Hours vary.
24155,DENT,ORTH-703E,324,2,2,Seminar: Advanced Orthodontics,C,,Y,TBA,TBA,,6,,"Sameshima, Glenn, T.",OFFICE,6,Advanced diagnosis and treatment of complex orthodontic cases. Asymmetrical treatment. Hours vary.
24158,DENT,ORTH-703I,368,2,2,Seminar: Advanced Orthodontics,C,,Y,TBA,TBA,,6,,"Sameshima, Glenn, T.",OFFICE,6,Advanced diagnosis and treatment of complex orthodontic causes. | Asymmetrical treatment.  Hours vary.
24161,DENT,ORTH-704A,324,2,2,Seminar: Orthodontics in Theory and Practice,C,,Y,TBA,TBA,,6,,"Sameshima, Glenn, T.",OFFICE,6,Review of various approaches to orthodontic treatment; includes presentation of cases.  Graded CR/NC.
24156,DENT,ORTH-705B,324,2,2,Seminar: Advanced Orthodontics II,C,,Y,TBA,TBA,,6,,"Grady, Ellen",OFFICE,6,Office management and patient relations in orthodontic practice.
24162,DENT,ORTH-706,32,0,0,Surgical Orthodontics,C,,Y,TBA,TBA,,6,,"Sameshima, Glenn, T.",OFFICE,6,"Diagnosis, treatment, prognosis, and management of orthognathic | problems. Lecture and demonstration, 2 hours. (Enroll in SURG 582)"
24152,DENT,ORTH-721,32,8,8,Biomechanics and Orthodontic Technique,C,,Y,TBA,TBA,,6,,"Sameshima, Glenn, T.",OFFICE,6,"Primary orthodontic techniques and basic diagnostic procedures. | Typodont treatment of malocclusion, record taking, retention | appliances, and beginning biomechanics."
24154,DENT,ORTH-744,32,2,2,Statistical Methods and Research Design in | Orthodontics,C,,Y,TBA,TBA,,6,,"Sameshima, Glenn, T.",OFFICE,6,"Experimental design and analysis as applied to orthodontic basic sciences and clinical research; descriptive and inferential statistics, bioethics, writing a research proposal, and evaluation of literature."
24153,DENT,ORTH-751B,32,5,5,Clinic: Advanced Orthodontics,C,,Y,TBA,TBA,,6,,"Sameshima, Glenn, T.",OFFICE,6,"Clinical orthodontics; clinical techniques, diagnostic procedures, and applied clinical therapy to selected cases of malocclusion with emphasis on therapy and supervised treatment."
24157,DENT,ORTH-751E,324,5,5,Clinic: Advanced Orthodontics,C,,Y,TBA,TBA,,6,,"Sameshima, Glenn, T.",OFFICE,6,"Clinical orthodontics; clinical techniques, diagnostic procedures, and applied clinical therapy to selected cases of malocclusion with emphasis on therapy and supervised treatment."
24159,DENT,ORTH-751I,368,5,5,Clinic: Advanced Orthodontics,C,,Y,TBA,TBA,,6,,"Sameshima, Glenn, T.",OFFICE,6,"Clinical orthodontics; clinical techniques, diagnostic | procedures, and applied clinical therapy to selected cases of | malocclusion with emphasis on therapy and supervised treatment."
48019,DENT,OT-100,160,1,2,THRIVE: Foundations of Well-Being,C,,Y,17:00,17:50,T,53,,"Uyeshiro, Ashley | Lopez, Diego | Anvarizadeh, Arameh, Esfahani",SOSB2,53,"Exploration of themes of thriving including well-being, self-care and connection. Application to university life, building community, developing identity and integrating learned topics into everyday life."
48037,DENT,OT-100,160,0,0,THRIVE: Foundations of Well-Being,D,,Y,17:00,17:50,H,11,,"Lopez, Diego",DMC202,11,"Exploration of themes of thriving including well-being, self-care and connection. Application to university life, building community, developing identity and integrating learned topics into everyday life."
48036,DENT,OT-100,160,0,0,THRIVE: Foundations of Well-Being,D,,Y,13:00,13:50,H,10,,"Lopez, Diego",STU400,10,"Exploration of themes of thriving including well-being, self-care and connection. Application to university life, building community, developing identity and integrating learned topics into everyday life."
48038,DENT,OT-100,160,0,0,THRIVE: Foundations of Well-Being,D,,Y,13:00,13:50,H,0,,"Uyeshiro, Ashley",STU410,0,"Exploration of themes of thriving including well-being, self-care and connection. Application to university life, building community, developing identity and integrating learned topics into everyday life."
48025,DENT,OT-100,160,0,0,THRIVE: Foundations of Well-Being,D,,Y,12:00,12:50,W,7,,"Uyeshiro, Ashley",THH207,7,"Exploration of themes of thriving including well-being, self-care and connection. Application to university life, building community, developing identity and integrating learned topics into everyday life."
48020,DENT,OT-100,160,0,0,THRIVE: Foundations of Well-Being,D,,Y,18:30,19:20,T,10,,"Lopez, Diego",DMC254,10,"Exploration of themes of thriving including well-being, self-care and connection. Application to university life, building community, developing identity and integrating learned topics into everyday life."
48024,DENT,OT-100,160,0,0,THRIVE: Foundations of Well-Being,D,,Y,11:00,11:50,W,8,,"Lopez, Diego",THH113,8,"Exploration of themes of thriving including well-being, self-care and connection. Application to university life, building community, developing identity and integrating learned topics into everyday life."
48026,DENT,OT-100,160,0,0,THRIVE: Foundations of Well-Being,D,,Y,13:00,13:50,W,7,,"Anvarizadeh, Arameh, Esfahani | Uyeshiro, Ashley",STU100,7,"Exploration of themes of thriving including well-being, self-care and connection. Application to university life, building community, developing identity and integrating learned topics into everyday life."
48022,DENT,OT-101,1,2,2,Caring For Your Self: Engaging in Healthy Habits | and Routines,CD,,Y,10:00,11:50,W,15,,"Anvarizadeh, Arameh, Esfahani",GFS107,15,"Application of self-care, lifestyle, and behavior change principles in occupational science and occupational therapy to students own lives, through self-analysis and learning through doing."
47906,DENT,OT-101,1,2,2,Caring For Your Self: Engaging in Healthy Habits | and Routines,CD,,Y,12:00,13:50,T,40,,"Uyeshiro, Ashley",VPD106,40,"Application of self-care, lifestyle, and behavior change principles in occupational science and occupational therapy to students own lives, through self-analysis and learning through doing."
47700,DENT,OT-220,1,2,2,Lifestyle Design: Self-Analysis of Activities for Health,C,T,Y,12:00,13:50,M,23,,"Cravens, Gabriel",VPD105,23,"Introduction to theoretical concepts concerning the relationship of engagement in activities, or occupations, to health and well-being. Application of these perspectives to students' own lives."
47701,DENT,OT-220,1,2,2,Lifestyle Design: Self-Analysis of Activities for Health,C,,Y,16:00,17:50,W,36,,"Lopez, Diego",VPD106,36,"Introduction to theoretical concepts concerning the relationship of engagement in activities, or occupations, to health and well-being. Application of these perspectives to students' own lives."
47704,DENT,OT-250,1,4,4,Introduction to Occupational Science and | Occupational Therapy,C,,Y,15:30,16:50,TH,14,,"Anvarizadeh, Arameh, Esfahani",THH212,14,"Exploration of occupations, or meaningful activities, and how they may promote health and wellness, and the science behind why occupations are powerful tools for healing."
47703,DENT,OT-250,1,4,4,Introduction to Occupational Science and | Occupational Therapy,C,,Y,11:00,12:20,TH,32,,"Lopez, Diego",VPDLL101,32,"Exploration of occupations, or meaningful activities, and how they may promote health and wellness, and the science behind why occupations are powerful tools for healing."
47710,DENT,OT-251,1,4,4,"Across the Lifespan: Occupations, Health and Disability",C,,Y,12:00,13:50,MW,44,,"Lopez, Diego",THH212,44,"Innovative team-based learning to explore theories and stages of development throughout the lifespan, as manifested in activity; representation of diverse contexts, perspectives, and abilities."
47706,DENT,OT-260,46,3,3,Human Functional Anatomy for Allied Health Professions,CL,,Y,13:30,17:20,T,21,,"Roberts, Carly | Havens, Kathryn",CHP224,21,"Lecture and cadaver lab-based, human anatomy course focused on the interaction of anatomical systems relative to functional activity, health and wellness."
47707,DENT,OT-261,46,3,3,Human Physiology for Allied Health Professions,CL,,N,TBA,TBA,,0,,,OFFICE,0,Overview of human physiology emphasizing systems that sustain homeostasis and motion with a focus on biological foundations for a healthy lifestyle. Relevant pathophysiologic issues discussed.
47905,DENT,OT-280,1,2,2,Essential Occupations of Emerging Adulthood,C,,Y,12:00,13:50,H,11,,"Morris, Kimberly, Ann",DMC101,11,Examination of challenges associated with the emerging adulthood stage of development through an occupational science lens; strategies to promote health and well-being for this population.
47911,DENT,OT-280,1,2,2,Essential Occupations of Emerging Adulthood,C,,Y,12:00,13:50,T,9,,"Morris, Kimberly, Ann",DMC101,9,Examination of challenges associated with the emerging adulthood stage of development through an occupational science lens; strategies to promote health and well-being for this population.
47909,DENT,OT-299,1,2,2,Special Topics,C,,Y,14:00,15:50,M,29,,"Lopez, Diego",KDC236,29,Recent developments in occupational therapy and occupational science for undergraduate students.
47712,DENT,OT-310,1,2,2,Exploring Creative Occupations,C,,Y,10:00,11:50,M,10,,"Cravens, Gabriel",VPDLL101,10,"Examination of theories and practices of the creative process in varied mediums; exploration of the relationship between creative occupation, identity, health, and quality of life."
47714,DENT,OT-310,1,2,2,Exploring Creative Occupations,C,,N,10:00,11:50,F,0,,,,0,"Examination of theories and practices of the creative process in varied mediums; exploration of the relationship between creative occupation, identity, health, and quality of life."
